UID_NUCCORE	ACC_NUCCORE	Description_NUCCORE	CreateDate_NUCCORE	Topology_NUCCORE	Completeness_NUCCORE	TaxonID_NUCCORE	Genome_NUCCORE	Length_NUCCORE	Source_NUCCORE	UID_ASSEMBLY	Status_ASSEMBLY	SeqReleaseDate_ASSEMBLY	SubmissionDate_ASSEMBLY	Latest_ASSEMBLY	UID_BIOSAMPLE	ACC_BIOSAMPLE	Location_BIOSAMPLE	Coordinates_BIOSAMPLE	IsolationSource_BIOSAMPLE	Host_BIOSAMPLE	SamplType_BIOSAMPLE	taxon_name	taxon_rank	lineage	taxon_species_id	taxon_species_name	taxon_genus_id	taxon_genus_name	taxon_family_id	taxon_family_name	taxon_order_id	taxon_order_name	taxon_class_id	taxon_class_name	taxon_phylum_id	taxon_phylum_name	taxon_superkingdom_id	taxon_superkingdom_name	loc_lat	loc_lng	loc_parsed	GC_NUCCORE	Identical	OldVersion	hits_rMLST	hitscount_rMLST	D1	D2	plasmidfinder	pmlst
1933223542	CP064673.1	Salmonella sp. SJTUF14146 plasmid p14146, complete sequence	2020/11/17	circular	complete	2745891	plasmid	103445	INSDC	8569591	Complete Genome	2020/11/17 00:00	2020/11/17 00:00	True	15296094	SAMN15296094	China:Guangxi	22.39 N 110.09 E	Chicken meat			Salmonella sp. SJTUF14146	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella	2745891	Salmonella sp. SJTUF14146	590	Salmonella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	22.39	110.09		48.5920054135048				0	-3.9650671	-0.8905549	p0111_1, AP010962, 	
1933214536	CP064670.1	Salmonella sp. SJTUF14154 plasmid p14154D, complete sequence	2020/11/17	circular	complete	2745893	plasmid	4018	INSDC	8569571	Complete Genome	2020/11/17 00:00	2020/11/17 00:00	True	15296096	SAMN15296096	China:Shandong	37 N 117 E	Chicken meat			Salmonella sp. SJTUF14154	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella	2745893	Salmonella sp. SJTUF14154	590	Salmonella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	37	117		53.2852165256346				0	11.487674	10.294861	Col(pHAD28)_1, KU674895, 	
1933214529	CP064669.1	Salmonella sp. SJTUF14154 plasmid p14154C, complete sequence	2020/11/17	circular	complete	2745893	plasmid	4936	INSDC	8569571	Complete Genome	2020/11/17 00:00	2020/11/17 00:00	True	15296096	SAMN15296096	China:Shandong	37 N 117 E	Chicken meat			Salmonella sp. SJTUF14154	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella	2745893	Salmonella sp. SJTUF14154	590	Salmonella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	37	117		47.8119935170178				0	9.442756	7.2036905	ColRNAI_1, DQ298019, 	
1933214330	CP064667.1	Salmonella sp. SJTUF14154 plasmid p14154A, complete sequence	2020/11/17	circular	complete	2745893	plasmid	202724	INSDC	8569571	Complete Genome	2020/11/17 00:00	2020/11/17 00:00	True	15296096	SAMN15296096	China:Shandong	37 N 117 E	Chicken meat			Salmonella sp. SJTUF14154	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella	2745893	Salmonella sp. SJTUF14154	590	Salmonella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	37	117		48.0786685345593				0	-2.8943639	14.733269	IncQ1_1, M28829, |IncHI2_1, BX664015, |IncHI2A_1, BX664015, 	IncHI2 DLST(-):smr0018(3);smr0199(-)
1933209998	CP064662.1	Salmonella sp. SJTUF14178 plasmid p14178, complete sequence	2020/11/17	circular	complete	2745895	plasmid	7621	INSDC	8569551	Complete Genome	2020/11/17 00:00	2020/11/17 00:00	True	15296098	SAMN15296098	China:Guangdong	23 N 113 E	Chicken meat			Salmonella sp. SJTUF14178	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella	2745895	Salmonella sp. SJTUF14178	590	Salmonella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23	113		59.716572628264				0	4.689512	3.406457	IncQ2_1, FJ696404, 	
1933205530	CP064665.1	Salmonella sp. SJTUF14170 plasmid p14170B, complete sequence	2020/11/17	circular	complete	2745894	plasmid	7621	INSDC	8569561	Complete Genome	2020/11/17 00:00	2020/11/17 00:00	True	15296097	SAMN15296097	China:Guangdong	23 N 113 E	Chicken meat			Salmonella sp. SJTUF14170	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella	2745894	Salmonella sp. SJTUF14170	590	Salmonella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23	113		59.716572628264	CP064668.1			0	4.67818	3.424752	IncQ2_1, FJ696404, 	
1933205522	CP064664.1	Salmonella sp. SJTUF14170 plasmid p14170A, complete sequence	2020/11/17	circular	complete	2745894	plasmid	7856	INSDC	8569561	Complete Genome	2020/11/17 00:00	2020/11/17 00:00	True	15296097	SAMN15296097	China:Guangdong	23 N 113 E	Chicken meat			Salmonella sp. SJTUF14170	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Salmonella; unclassified Salmonella	2745894	Salmonella sp. SJTUF14170	590	Salmonella	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria	23	113		62.2326883910387				0	6.522046	3.927566	IncQ1_1, M28829, 	
1932760575	LR883054.1	Escherichia coli isolate L1_E925 genome assembly, plasmid: 5	2020/10/30	circular	complete	562	plasmid	51418	INSDC	8569541	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535717	SAMEA7368281						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				45.4335057761873				0	1.0878831	6.6910233	IncFII(pCoo)_1, CR942285, 	IncF RST(F15:A-:B-):FIA(-);FIB(-);FIC(-);FII(15);FIIK(-);FIIS(-);FIIY(-)
1932760495	LR883053.1	Escherichia coli isolate L1_E925 genome assembly, plasmid: 4	2020/10/30	circular	complete	562	plasmid	82314	INSDC	8569541	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535717	SAMEA7368281						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				47.7840950506597				0	7.186049	-3.9737968	IncI1-I(Gamma)_1, AP005147, 	
1932760386	LR883052.1	Escherichia coli isolate L1_E925 genome assembly, plasmid: 3	2020/10/30	circular	complete	562	plasmid	82909	INSDC	8569541	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535717	SAMEA7368281						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				48.620776996466				0	0.58949083	6.6818123	IncFIB(AP001918)_1, AP001918, |IncFII(pRSB107)_1, AJ851089, 	IncF RST(F111:A-:B-):FIA(-);FIB(45?);FIC(5?);FII(111);FIIK(-);FIIS(-);FIIY(-)
1932760250	LR883051.1	Escherichia coli isolate L1_E925 genome assembly, plasmid: 2	2020/10/30	circular	complete	562	plasmid	116803	INSDC	8569541	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535717	SAMEA7368281						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				48.4251260669675				0	0.99777526	6.7355027	IncFII(pCoo)_1, CR942285, 	IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-)
1932754814	LR883014.1	Escherichia coli isolate L4_E1441_ETEC genome assembly, plasmid: 3	2020/10/30	circular	complete	562	plasmid	94840	INSDC	8569531	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535721	SAMEA7368285						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				47.1425558835934				0	1.2660828	6.7531986	IncFII(pCoo)_1, CR942285, 	IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-)
1932754660	LR883013.1	Escherichia coli isolate L4_E1441_ETEC genome assembly, plasmid: 2	2020/10/30	circular	complete	562	plasmid	130302	INSDC	8569531	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535721	SAMEA7368285						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				51.3269174686498				0	0.5953231	6.5542974	IncFIB(AP001918)_1, AP001918, |IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(45?);FIC(3?);FII(~35);FIIK(-);FIIS(-);FIIY(-)
1932749339	LR883011.1	Escherichia coli isolate L5_E1779_ETEC genome assembly, plasmid: 6	2020/10/30	circular	complete	562	plasmid	61528	INSDC	8569511	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535722	SAMEA7368286						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				50.4859576127942				0	0.46471587	6.0834236	IncFII(29)_1, CP003035, 	IncF RST(F44:A-:B-):FIA(-);FIB(-);FIC(5?);FII(44);FIIK(-);FIIS(-);FIIY(-)
1932749233	LR883010.1	Escherichia coli isolate L5_E1779_ETEC genome assembly, plasmid: 5	2020/10/30	circular	complete	562	plasmid	82464	INSDC	8569511	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535722	SAMEA7368286						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				51.0246895615056				0	1.3537517	6.4834766	IncFII(Yp)_1, CP000670, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(-);FIIK(21?);FIIS(-);FIIY(-)
1932749112	LR883009.1	Escherichia coli isolate L5_E1779_ETEC genome assembly, plasmid: 4	2020/10/30	circular	complete	562	plasmid	88759	INSDC	8569511	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535722	SAMEA7368286						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				51.7964375443617				0	1.2937875	6.5200424	IncFII(pCoo)_1, CR942285, 	IncF RST(F106:A-:B-):FIA(-);FIB(-);FIC(-);FII(106);FIIK(-);FIIS(-);FIIY(-)
1932748943	LR883008.1	Escherichia coli isolate L5_E1779_ETEC genome assembly, plasmid: 3	2020/10/30	circular	complete	562	plasmid	142377	INSDC	8569511	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535722	SAMEA7368286						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				47.5940636479207				0	1.2755425	6.736284	IncFII_1, AY458016, 	IncF RST(F11:A-:B-):FIA(-);FIB(-);FIC(5?);FII(11);FIIK(-);FIIS(-);FIIY(-)
1932748856	LR883007.1	Escherichia coli isolate L5_E1779_ETEC genome assembly, plasmid: 2	2020/10/30	circular	complete	562	plasmid	46243	INSDC	8569511	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535722	SAMEA7368286						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				50.4660164781697				0	12.738652	12.775639		
1932743334	LR883005.1	Escherichia coli isolate L6_E562_ETEC genome assembly, plasmid: 6	2020/10/30	circular	complete	562	plasmid	83375	INSDC						16535723	SAMEA7368287						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				53.6167916041979				0	0.43891284	6.123526	IncFII(pCoo)_1, CR942285, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(5?);FII(~35);FIIK(-);FIIS(-);FIIY(-)
1932743215	LR883004.1	Escherichia coli isolate L6_E562_ETEC genome assembly, plasmid: 5	2020/10/30	circular	complete	562	plasmid	88318	INSDC						16535723	SAMEA7368287						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				52.9088068117485				0	5.334182	-5.03194	IncB/O/K/Z_4, FN868832, 	
1932743135	LR883003.1	Escherichia coli isolate L6_E562_ETEC genome assembly, plasmid: 4	2020/10/30	circular	complete	562	plasmid	81468	INSDC						16535723	SAMEA7368287						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				46.6907251927137				0	1.0466845	6.874437	IncFII_1, AY458016, 	IncF RST(F-:A-:B-):FIA(-);FIB(-);FIC(-);FII(~84);FIIK(-);FIIS(-);FIIY(-)
1932743026	LR883002.1	Escherichia coli isolate L6_E562_ETEC genome assembly, plasmid: 3	2020/10/30	circular	complete	562	plasmid	86655	INSDC						16535723	SAMEA7368287						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				48.5523051179967				0	0.4886239	6.7515426	IncFIB(AP001918)_1, AP001918, |IncFII(pHN7A8)_1, JN232517, 	IncF RST(F-:A-:B-):FIA(-);FIB(42?);FIC(1?);FII(~101);FIIK(-);FIIS(-);FIIY(-)
1932742900	LR883001.1	Escherichia coli isolate L6_E562_ETEC genome assembly, plasmid: 2	2020/10/30	circular	complete	562	plasmid	109853	INSDC						16535723	SAMEA7368287						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				50.5393571409065				0	7.2486644	-3.8868117	IncI1-I(Gamma)_1, AP005147, 	
1932737411	LR882999.1	Escherichia coli isolate L3_E36_ETEC genome assembly, plasmid: 3	2020/10/30	circular	complete	562	plasmid	99448	INSDC	8569521	Complete Genome	2020/11/16 00:00	2020/11/16 00:00	True	16535720	SAMEA7368284						Escherichia coli	species	cellular organisms; Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia	562	Escherichia coli	561	Escherichia	543	Enterobacteriaceae	91347	Enterobacterales	1236	Gammaproteobacteria	1224	Proteobacteria	2	Bacteria				51.5937977636554				0	5.355078	-5.0076942	IncB/O/K/Z_1, CU928147, 	
